Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
2-Dec-21,1715.00,1750.50,1711.35,1714.90,1748.00,1748.25,1737.73,1848.00,1105.05,5559574.00,9661020145.95,173258.00
1-Dec-21,1715.00,1741.90,1713.00,1712.65,1717.00,1714.90,1726.72,1848.00,1105.05,5193264.00,8967308949.60,204083.00
30-Nov-21,1704.55,1729.90,1700.05,1696.35,1717.00,1712.65,1713.80,1848.00,1105.05,14808963.00,25379600677.05,209403.00
29-Nov-21,1691.00,1712.00,1669.15,1691.65,1696.20,1696.35,1694.69,1848.00,1105.05,3942776.00,6681771091.15,187081.00
26-Nov-21,1702.55,1718.35,1684.00,1722.40,1689.55,1691.65,1701.47,1848.00,1091.00,4494181.00,7646702666.25,189716.00
25-Nov-21,1700.00,1726.20,1696.95,1696.00,1722.50,1722.40,1715.34,1848.00,1091.00,4476260.00,7678310603.80,141756.00
24-Nov-21,1740.00,1740.50,1688.00,1736.90,1690.20,1696.00,1712.88,1848.00,1091.00,7333061.00,12560636398.70,261744.00
23-Nov-21,1735.10,1747.25,1710.00,1759.40,1727.50,1736.90,1732.65,1848.00,1091.00,8436160.00,14616871616.00,228363.00
22-Nov-21,1784.00,1785.40,1751.15,1779.40,1760.25,1759.40,1766.39,1848.00,1091.00,6621839.00,11696747300.55,170729.00
18-Nov-21,1781.60,1789.45,1759.00,1787.45,1774.00,1779.40,1773.94,1848.00,1091.00,4326924.00,7675682400.00,154647.00
17-Nov-21,1792.55,1802.00,1780.70,1792.30,1790.55,1787.45,1792.60,1848.00,1091.00,4732492.00,8483456713.50,195585.00
16-Nov-21,1790.00,1808.95,1777.00,1787.15,1791.40,1792.30,1797.43,1848.00,1091.00,6034233.00,10846091248.70,173120.00
15-Nov-21,1782.10,1800.00,1775.50,1780.20,1785.00,1787.15,1793.71,1848.00,1091.00,4354074.00,7809957008.85,154854.00
12-Nov-21,1743.00,1782.85,1738.05,1733.30,1779.50,1780.20,1766.51,1848.00,1078.00,5069009.00,8954436975.40,142273.00
11-Nov-21,1732.95,1739.75,1709.00,1740.15,1735.00,1733.30,1723.79,1848.00,1078.00,4731349.00,8155869538.30,128994.00
10-Nov-21,1726.00,1750.95,1721.95,1742.50,1742.00,1740.15,1737.49,1848.00,1078.00,4780368.00,8305852157.15,115801.00
9-Nov-21,1734.75,1750.00,1726.00,1737.50,1740.70,1742.50,1741.18,1848.00,1078.00,4016134.00,6992803829.65,141964.00
8-Nov-21,1730.00,1741.00,1703.00,1708.70,1740.00,1737.50,1727.82,1848.00,1078.00,5245903.00,9063983393.50,194006.00
4-Nov-21,1715.00,1717.00,1705.00,1702.50,1705.50,1708.70,1710.56,1848.00,1051.10,483407.00,826894810.30,45697.00
3-Nov-21,1709.00,1717.45,1699.00,1697.90,1703.60,1702.50,1707.08,1848.00,1051.10,3530713.00,6027214982.00,159185.00
2-Nov-21,1695.00,1706.45,1686.35,1700.05,1699.00,1697.90,1696.02,1848.00,1051.10,3471772.00,5888203296.25,132426.00
1-Nov-21,1677.50,1707.20,1676.00,1667.75,1701.35,1700.05,1695.58,1848.00,1051.10,3636806.00,6166483835.70,156714.00
29-Oct-21,1699.00,1712.60,1661.05,1703.90,1671.00,1667.75,1687.51,1848.00,1051.10,5875091.00,9914259072.90,212408.00
28-Oct-21,1719.35,1724.75,1692.05,1728.95,1705.85,1703.90,1710.08,1848.00,1051.10,5329972.00,9114701909.05,194339.00
27-Oct-21,1709.10,1734.15,1701.15,1703.70,1726.55,1728.95,1718.39,1848.00,1051.10,5090259.00,8747027004.70,174841.00
26-Oct-21,1710.05,1726.60,1695.90,1707.55,1707.95,1703.70,1704.53,1848.00,1051.10,5871709.00,10008498840.25,163478.00
25-Oct-21,1722.05,1729.75,1687.20,1719.80,1708.40,1707.55,1700.04,1848.00,1051.10,5905209.00,10039080678.05,175289.00
22-Oct-21,1749.90,1763.20,1707.00,1753.65,1717.85,1719.80,1728.28,1848.00,1051.10,7369809.00,12737099864.85,231471.00
21-Oct-21,1814.00,1814.00,1746.85,1802.35,1757.00,1753.65,1768.17,1848.00,1051.10,8779629.00,15523851574.25,227646.00
20-Oct-21,1829.40,1848.00,1794.05,1822.15,1797.40,1802.35,1819.25,1848.00,1051.10,5876115.00,10690134351.80,193075.00
19-Oct-21,1814.00,1834.50,1782.30,1792.15,1823.50,1822.15,1818.83,1834.50,1051.10,10324260.00,18778087117.05,236442.00
18-Oct-21,1740.00,1799.00,1740.00,1715.75,1798.00,1792.15,1770.72,1799.00,1051.10,13438109.00,23795103034.90,310783.00
14-Oct-21,1754.00,1783.60,1698.20,1709.20,1714.00,1715.75,1738.12,1788.00,1051.10,19655776.00,34164007327.25,428428.00
13-Oct-21,1695.95,1713.65,1680.05,1685.15,1705.00,1709.20,1697.94,1788.00,1051.10,7104171.00,12062453914.35,273495.00
12-Oct-21,1677.00,1689.00,1662.00,1690.95,1688.00,1685.15,1677.23,1788.00,1051.10,7439300.00,12477416052.15,258781.00
11-Oct-21,1682.00,1730.00,1663.70,1723.85,1693.00,1690.95,1698.64,1788.00,1051.10,8840633.00,15017023820.95,264208.00
8-Oct-21,1705.25,1731.50,1698.40,1691.00,1723.85,1723.85,1719.42,1788.00,1018.05,4738376.00,8147261439.50,223183.00
7-Oct-21,1687.00,1704.20,1676.65,1673.55,1690.35,1691.00,1693.19,1788.00,1018.05,5476108.00,9272107761.25,142352.00
6-Oct-21,1702.10,1709.00,1670.00,1692.80,1672.65,1673.55,1682.79,1788.00,1018.05,4271698.00,7188385186.55,168805.00
5-Oct-21,1671.00,1702.95,1663.00,1678.75,1691.70,1692.80,1677.62,1788.00,1018.05,4373310.00,7336751142.35,174119.00
4-Oct-21,1672.50,1688.00,1665.40,1665.15,1681.90,1678.75,1678.53,1788.00,1018.05,2947154.00,4946872978.25,122901.00
1-Oct-21,1665.10,1678.95,1661.25,1675.20,1665.60,1665.15,1670.32,1788.00,998.50,5733906.00,9577431061.45,166006.00
30-Sep-21,1703.00,1703.00,1670.10,1692.25,1679.50,1675.20,1682.12,1788.00,998.50,6914031.00,11630225539.25,155817.00
29-Sep-21,1659.25,1701.40,1655.00,1687.10,1688.55,1692.25,1683.09,1788.00,998.50,7792548.00,13115587857.25,252164.00
28-Sep-21,1710.00,1710.00,1675.00,1721.15,1686.30,1687.10,1687.94,1788.00,998.50,6557197.00,11068146871.10,321289.00
27-Sep-21,1768.75,1769.00,1718.10,1763.85,1723.00,1721.15,1732.17,1788.00,998.50,5045337.00,8739379305.20,227547.00
24-Sep-21,1758.00,1788.00,1752.45,1742.55,1763.80,1763.85,1772.20,1788.00,970.00,8280446.00,14674577075.85,231499.00
23-Sep-21,1732.00,1745.00,1721.10,1716.90,1742.10,1742.55,1733.04,1757.00,970.00,3826090.00,6630769717.80,151039.00
22-Sep-21,1717.00,1738.90,1713.05,1718.45,1715.65,1716.90,1727.00,1757.00,970.00,4553892.00,7864586458.90,162450.00
21-Sep-21,1700.00,1726.75,1684.65,1687.85,1717.70,1718.45,1707.50,1757.00,970.00,4672222.00,7977838674.60,138846.00
20-Sep-21,1685.00,1707.70,1677.95,1691.30,1687.40,1687.85,1695.88,1757.00,970.00,5660743.00,9599964334.20,136341.00
17-Sep-21,1697.00,1718.00,1684.45,1702.25,1692.00,1691.30,1696.56,1757.00,948.30,7454864.00,12647632623.50,123572.00
16-Sep-21,1715.20,1719.25,1691.45,1711.45,1702.05,1702.25,1701.12,1757.00,948.30,3246568.00,5522817876.30,159668.00
15-Sep-21,1693.25,1715.10,1690.20,1686.15,1710.20,1711.45,1705.03,1757.00,948.30,4062344.00,6926434283.00,187441.00
14-Sep-21,1695.95,1695.95,1678.60,1691.90,1686.50,1686.15,1688.38,1757.00,948.30,4945167.00,8349299076.40,207112.00
13-Sep-21,1683.00,1701.50,1675.20,1691.60,1690.85,1691.90,1689.36,1757.00,948.30,4662374.00,7876437378.30,187031.00
9-Sep-21,1685.90,1694.90,1682.15,1693.25,1687.95,1691.60,1689.02,1757.00,913.05,3331674.00,5627248636.00,137087.00
8-Sep-21,1700.85,1700.85,1682.95,1706.65,1696.45,1693.25,1693.03,1757.00,913.05,4584896.00,7762344324.40,153873.00
7-Sep-21,1730.00,1734.90,1704.00,1730.40,1708.00,1706.65,1713.51,1757.00,913.05,3520341.00,6032143710.95,149711.00
6-Sep-21,1705.15,1732.00,1699.35,1700.65,1731.20,1730.40,1715.41,1757.00,913.05,4876026.00,8364392786.20,183161.00
3-Sep-21,1696.05,1705.95,1684.40,1689.10,1700.50,1700.65,1698.12,1757.00,912.10,5339139.00,9066475360.50,210049.00
2-Sep-21,1677.35,1694.30,1662.65,1677.75,1686.05,1689.10,1675.34,1757.00,912.10,6830050.00,11442649484.45,258731.00
1-Sep-21,1709.50,1709.50,1673.15,1706.45,1677.05,1677.75,1684.25,1757.00,912.10,7801974.00,13140486835.00,244163.00
31-Aug-21,1700.15,1715.00,1685.85,1698.05,1713.00,1706.45,1700.72,1757.00,912.10,12255438.00,20843024213.60,219156.00
30-Aug-21,1703.05,1718.65,1690.40,1708.80,1699.85,1698.05,1700.86,1757.00,912.10,6559667.00,11157103925.10,295734.00
27-Aug-21,1725.00,1727.70,1705.20,1727.70,1707.50,1708.80,1713.26,1757.00,912.10,6698514.00,11476309163.95,179152.00
26-Aug-21,1734.00,1746.00,1720.00,1735.55,1723.40,1727.70,1734.31,1757.00,912.10,5302248.00,9195716831.35,114055.00
25-Aug-21,1718.00,1746.90,1718.00,1720.85,1737.65,1735.55,1732.13,1757.00,912.10,6153253.00,10658228275.25,140494.00
24-Aug-21,1750.00,1757.00,1712.70,1738.75,1721.50,1720.85,1729.85,1757.00,912.10,7602939.00,13151981489.80,242564.00
23-Aug-21,1735.75,1753.15,1732.00,1732.95,1739.60,1738.75,1741.65,1755.50,912.10,6189051.00,10779186291.55,170252.00
20-Aug-21,1716.10,1745.00,1716.10,1733.45,1729.50,1732.95,1734.19,1755.50,912.10,6206972.00,10764080448.55,188065.00
18-Aug-21,1729.00,1755.50,1727.00,1741.65,1732.00,1733.45,1739.38,1755.50,912.10,6686090.00,11629623310.35,193759.00
17-Aug-21,1703.90,1748.90,1686.55,1704.40,1737.40,1741.65,1730.04,1748.90,912.10,9510390.00,16453341374.00,263393.00
16-Aug-21,1707.70,1719.95,1690.10,1712.20,1702.95,1704.40,1703.86,1722.50,912.10,4564109.00,7776599067.95,181480.00
13-Aug-21,1697.00,1722.50,1691.30,1689.60,1713.95,1712.20,1707.76,1722.50,912.10,5612790.00,9585318721.70,144604.00
12-Aug-21,1679.15,1696.50,1674.00,1677.55,1684.95,1689.60,1687.65,1696.50,912.10,5659579.00,9551399367.55,152218.00
11-Aug-21,1674.80,1684.00,1668.00,1677.25,1675.10,1677.55,1676.00,1684.00,912.10,4899639.00,8211808501.95,149326.00
10-Aug-21,1668.00,1680.00,1661.05,1663.30,1674.15,1677.25,1674.29,1680.00,912.10,6846517.00,11463058438.00,135096.00
9-Aug-21,1661.00,1667.45,1646.40,1650.20,1664.40,1663.30,1656.74,1679.90,912.10,5018477.00,8314309677.50,113096.00
6-Aug-21,1657.00,1660.65,1644.00,1653.55,1652.10,1650.20,1652.90,1679.90,912.10,3754855.00,6206401477.15,100454.00
5-Aug-21,1649.50,1666.00,1647.05,1649.25,1652.00,1653.55,1655.81,1679.90,912.10,5420536.00,8975400927.00,124049.00
4-Aug-21,1669.10,1679.90,1639.05,1655.20,1648.55,1649.25,1653.26,1679.90,912.10,6740391.00,11143605330.60,152430.00
3-Aug-21,1647.00,1658.65,1635.60,1631.55,1657.00,1655.20,1645.86,1658.65,912.10,5513668.00,9074703956.65,140415.00
2-Aug-21,1627.45,1634.75,1619.20,1610.50,1632.00,1631.55,1627.56,1634.75,912.10,5553389.00,9038450771.15,123236.00
30-Jul-21,1610.00,1623.40,1606.15,1617.00,1611.75,1610.50,1613.35,1623.40,912.10,6234257.00,10058016360.45,136907.00
29-Jul-21,1600.10,1620.00,1600.10,1605.60,1615.50,1617.00,1614.80,1620.00,912.10,4660873.00,7526375521.85,144550.00
28-Jul-21,1605.10,1607.60,1585.50,1602.55,1607.00,1605.60,1597.48,1611.65,912.10,4686788.00,7487050950.55,110822.00
27-Jul-21,1605.00,1609.30,1597.90,1603.90,1600.10,1602.55,1603.05,1611.65,912.10,5892859.00,9446568393.85,108822.00
26-Jul-21,1594.10,1611.65,1594.10,1590.45,1603.05,1603.90,1606.06,1611.65,912.10,4586710.00,7366526110.60,128901.00
23-Jul-21,1588.55,1598.50,1585.05,1590.20,1589.00,1590.45,1591.84,1598.50,900.65,4179719.00,6653435201.45,144421.00
22-Jul-21,1561.40,1592.85,1561.40,1550.05,1588.95,1590.20,1580.70,1596.85,900.65,7854575.00,12415707697.05,233651.00
20-Jul-21,1538.30,1557.70,1538.00,1541.70,1547.00,1550.05,1547.47,1596.85,900.65,5069939.00,7845558519.00,138422.00
19-Jul-21,1544.70,1552.90,1537.55,1555.45,1544.55,1541.70,1542.32,1596.85,900.65,5669162.00,8743641778.75,192818.00
16-Jul-21,1573.75,1574.65,1549.60,1580.80,1556.75,1555.45,1560.17,1596.85,781.35,6265593.00,9775371403.80,191620.00
15-Jul-21,1557.90,1596.85,1556.00,1576.90,1579.85,1580.80,1581.74,1596.85,781.35,10021355.00,15851201207.15,248472.00
14-Jul-21,1554.00,1582.80,1538.10,1544.95,1577.40,1576.90,1565.34,1591.00,781.35,5657716.00,8856261426.95,169742.00
13-Jul-21,1556.40,1556.40,1536.30,1547.85,1545.50,1544.95,1542.74,1591.00,781.35,4456160.00,6874707703.35,177123.00
12-Jul-21,1570.55,1578.00,1533.75,1562.90,1547.00,1547.85,1558.59,1591.00,781.35,4588982.00,7152341636.50,145234.00
9-Jul-21,1556.00,1569.90,1551.00,1560.75,1564.90,1562.90,1562.12,1591.00,761.50,3436594.00,5368362102.90,125788.00
8-Jul-21,1568.00,1576.00,1549.00,1564.60,1560.40,1560.75,1559.79,1591.00,761.50,3326813.00,5189118227.50,158022.00
7-Jul-21,1566.05,1570.55,1544.65,1562.20,1562.50,1564.60,1560.32,1591.00,761.50,4797120.00,7485054451.90,143812.00
6-Jul-21,1573.70,1586.75,1557.10,1578.95,1561.00,1562.20,1575.11,1591.00,761.50,4089574.00,6441517704.60,120142.00
5-Jul-21,1569.15,1585.00,1561.05,1567.80,1583.65,1578.95,1572.73,1591.00,761.50,4058338.00,6382678903.05,123094.00
2-Jul-21,1558.95,1569.45,1542.60,1560.40,1566.20,1567.80,1555.25,1591.00,724.25,5166064.00,8034520019.85,136155.00
1-Jul-21,1576.85,1576.85,1559.05,1580.80,1561.95,1560.40,1565.56,1591.00,724.25,4814317.00,7537112360.90,150925.00
30-Jun-21,1572.05,1591.00,1572.05,1563.05,1580.00,1580.80,1582.44,1591.00,724.25,6058722.00,9587562981.95,167938.00
29-Jun-21,1561.00,1573.65,1559.20,1571.80,1562.00,1563.05,1564.66,1580.15,724.25,5913567.00,9252700415.30,197132.00
28-Jun-21,1572.90,1580.15,1560.60,1574.20,1569.10,1571.80,1570.82,1580.15,724.25,5019178.00,7884237903.00,136591.00
25-Jun-21,1572.00,1578.00,1543.00,1559.20,1574.00,1574.20,1565.12,1578.00,692.10,9780240.00,15307252499.45,192643.00
24-Jun-21,1517.00,1568.75,1511.20,1503.15,1556.10,1559.20,1543.60,1568.75,692.10,10785137.00,16647892220.05,263797.00
23-Jun-21,1525.00,1525.00,1498.65,1511.85,1503.00,1503.15,1508.29,1525.00,692.10,5529809.00,8340557841.65,118288.00
22-Jun-21,1509.70,1521.45,1502.10,1500.30,1511.35,1511.85,1510.60,1521.45,692.10,6427862.00,9709910031.05,127430.00
21-Jun-21,1493.00,1505.80,1484.20,1503.30,1501.25,1500.30,1496.92,1515.80,692.10,5454052.00,8164276798.15,124524.00
18-Jun-21,1509.00,1515.80,1487.40,1495.30,1510.00,1503.30,1501.85,1515.80,685.25,13533974.00,20326029669.85,240906.00
17-Jun-21,1475.10,1502.65,1475.10,1480.60,1501.20,1495.30,1487.78,1502.65,685.25,7677951.00,11423116458.10,229654.00
16-Jun-21,1472.70,1489.45,1467.50,1473.90,1479.20,1480.60,1478.45,1489.45,685.25,7661710.00,11327444062.60,162924.00
15-Jun-21,1464.00,1476.00,1463.00,1461.80,1474.00,1473.90,1469.83,1477.55,685.25,5403104.00,7941636318.20,141422.00
14-Jun-21,1471.00,1477.00,1453.45,1446.90,1460.00,1461.80,1463.12,1477.55,685.25,7132294.00,10435431661.00,147667.00
11-Jun-21,1430.10,1451.60,1429.45,1424.30,1446.05,1446.90,1443.02,1477.55,675.50,6140828.00,8861316923.80,173378.00
10-Jun-21,1424.00,1429.00,1419.00,1415.30,1424.25,1424.30,1423.55,1477.55,675.50,3496575.00,4977561087.00,121283.00
9-Jun-21,1413.40,1425.00,1404.60,1412.95,1415.00,1415.30,1415.72,1477.55,675.50,5394317.00,7636846520.45,137139.00
8-Jun-21,1396.00,1421.75,1395.55,1389.65,1414.00,1412.95,1412.47,1477.55,675.50,7360630.00,10396698470.40,188069.00
7-Jun-21,1391.00,1392.00,1377.30,1385.65,1390.50,1389.65,1384.88,1477.55,675.50,5154576.00,7138486995.40,127520.00
4-Jun-21,1393.95,1396.90,1377.65,1389.65,1385.15,1385.65,1384.98,1477.55,675.50,4194328.00,5809075426.80,109532.00
3-Jun-21,1388.10,1399.00,1377.05,1378.65,1390.80,1389.65,1385.81,1477.55,675.50,5115645.00,7089319506.30,137141.00
2-Jun-21,1380.75,1391.95,1365.00,1387.20,1381.00,1378.65,1374.91,1477.55,675.50,9272276.00,12748517787.25,186335.00
1-Jun-21,1400.00,1401.00,1378.65,1393.75,1388.95,1387.20,1385.00,1477.55,675.50,4791325.00,6635964926.65,180376.00
31-May-21,1401.50,1401.50,1383.00,1405.05,1395.00,1393.75,1393.13,1477.55,675.50,4429904.00,6171426112.80,145671.00
28-May-21,1409.75,1414.00,1396.10,1402.25,1407.70,1405.05,1406.44,1477.55,674.95,4261312.00,5993259437.60,106771.00
27-May-21,1404.20,1416.25,1391.70,1397.25,1408.90,1402.25,1404.67,1477.55,674.95,15365391.00,21583297998.60,250209.00
26-May-21,1367.90,1400.00,1362.05,1361.60,1395.00,1397.25,1386.91,1477.55,674.95,6850024.00,9500378457.65,174833.00
25-May-21,1358.00,1368.00,1354.45,1348.05,1364.00,1361.60,1361.92,1477.55,674.95,4099340.00,5582984590.85,129513.00
24-May-21,1356.65,1363.00,1345.10,1354.50,1349.00,1348.05,1352.41,1477.55,674.95,4225371.00,5714441955.70,108054.00
21-May-21,1347.50,1357.50,1346.35,1339.30,1356.00,1354.50,1351.75,1477.55,653.00,4969733.00,6717856342.70,153186.00
20-May-21,1348.40,1349.10,1335.00,1337.00,1341.95,1339.30,1340.80,1477.55,653.00,4490092.00,6020330291.35,111007.00
19-May-21,1342.00,1357.45,1333.25,1340.00,1334.65,1337.00,1344.41,1477.55,653.00,4435878.00,5963617809.65,135009.00
18-May-21,1338.00,1344.60,1329.50,1329.40,1338.75,1340.00,1338.06,1477.55,653.00,5620150.00,7520081253.15,135851.00
17-May-21,1320.30,1334.95,1320.30,1316.40,1328.55,1329.40,1329.34,1477.55,653.00,5017129.00,6669458544.35,118670.00
14-May-21,1326.85,1326.85,1311.30,1327.00,1320.00,1316.40,1316.25,1477.55,646.70,4824609.00,6350387004.95,180008.00
12-May-21,1330.00,1330.00,1314.50,1330.65,1327.60,1327.00,1323.46,1477.55,646.70,5241898.00,6937427272.00,143805.00
11-May-21,1336.90,1341.00,1325.10,1339.55,1332.05,1330.65,1330.00,1477.55,646.70,6420988.00,8539945151.20,201614.00
10-May-21,1349.85,1352.90,1335.05,1352.55,1339.90,1339.55,1341.13,1477.55,646.70,7195348.00,9649893780.00,160151.00
7-May-21,1365.30,1373.05,1348.50,1361.60,1352.70,1352.55,1357.23,1477.55,646.70,4991435.00,6774539803.35,146974.00
6-May-21,1345.00,1364.70,1337.40,1341.50,1359.15,1361.60,1354.33,1477.55,646.70,4810090.00,6514432065.10,128184.00
5-May-21,1341.10,1343.90,1327.80,1329.40,1343.00,1341.50,1337.33,1477.55,646.70,3939788.00,5268794240.45,113183.00
4-May-21,1354.00,1354.95,1324.10,1352.05,1331.00,1329.40,1339.98,1477.55,646.70,4887060.00,6548565378.45,158010.00
3-May-21,1340.80,1361.00,1338.00,1354.35,1349.00,1352.05,1350.88,1477.55,646.70,4560337.00,6160448676.90,126788.00
30-Apr-21,1346.30,1373.90,1345.90,1356.35,1348.60,1354.35,1361.16,1477.55,646.70,8354677.00,11372027784.65,131718.00
29-Apr-21,1368.00,1369.00,1351.40,1356.00,1356.00,1356.35,1360.05,1477.55,646.70,5412357.00,7361090047.40,119277.00
28-Apr-21,1358.00,1359.50,1344.60,1348.50,1355.80,1356.00,1353.45,1477.55,646.70,4879234.00,6603777602.05,137376.00
27-Apr-21,1346.00,1353.00,1340.15,1343.55,1347.50,1348.50,1346.89,1477.55,646.70,3636115.00,4897445224.05,145974.00
26-Apr-21,1332.25,1351.30,1321.00,1333.80,1345.00,1343.55,1343.19,1477.55,646.70,7088606.00,9521361287.20,130375.00
23-Apr-21,1343.00,1348.40,1331.00,1351.10,1333.90,1333.80,1339.49,1477.55,627.80,7316262.00,9800084842.40,163801.00
22-Apr-21,1355.55,1364.80,1345.15,1351.35,1352.00,1351.10,1352.38,1477.55,627.80,6622446.00,8956080142.05,203956.00
20-Apr-21,1379.00,1379.00,1342.40,1362.55,1349.00,1351.35,1357.18,1477.55,627.80,8560766.00,11618460456.40,174560.00
19-Apr-21,1340.00,1379.70,1332.35,1353.75,1363.00,1362.55,1359.57,1477.55,627.80,12508028.00,17005547107.35,260647.00
16-Apr-21,1365.00,1370.85,1346.60,1360.75,1348.10,1353.75,1358.97,1477.55,603.50,10879878.00,14785392742.35,285474.00
15-Apr-21,1332.30,1366.40,1320.00,1397.15,1363.30,1360.75,1347.38,1477.55,603.50,25342491.00,34145935655.55,678751.00
13-Apr-21,1433.00,1435.25,1375.00,1425.75,1402.85,1397.15,1394.92,1477.55,603.50,14855206.00,20721814129.60,453578.00
12-Apr-21,1474.00,1477.55,1415.00,1441.05,1431.50,1425.75,1438.59,1477.55,603.50,20384532.00,29325012715.25,477964.00
9-Apr-21,1455.00,1455.00,1430.05,1439.85,1441.00,1441.05,1441.23,1455.00,603.50,6052712.00,8723370111.65,134860.00
